id	name	type
7E2665B2	Cascaded Classification Models: Combining Models for Holistic Scene Understanding	paper
80CBED4C	FloatBoost Learning for Classification	paper
7CF35447	Competitive on-line linear regression	paper
7DEAFE65	A Kernel Statistical Test of Independence	paper
7ED720C5	Adaptive Discriminative Generative Model and Its Applications	paper
7E2C5C26	Representing Face Images for Emotion Classification	paper
7E2B66A3	Cue Integration for Figure/Ground Labeling	paper
808FE270	Fast Pruning Using Principal Components	paper
8099A46C	Adaptive caching by refetching	paper
804CBE68	Region-based segmentation and object detection	paper
80F4E336	Extracting Rules from Artificial Neural Networks with Distributed Representations	paper
5F0FDB15	Bethe free energy, Kikuchi approximations and belief propagation algorithms	paper
7E3C2CE9	Attractive People: Assembling Loose-Limbed Models using Non-parametric Belief Propagation	paper
7DB0BADD	Autonomous Helicopter Flight via Reinforcement Learning	paper
806C6489	Sparse Overcomplete Latent Variable Decomposition of Counts Data	paper
7E8F168C	Estimating dependency structure as a hidden variable	paper
7D1B9B2E	Relational Learning with Gaussian Processes	paper
7FEC5C75	Intrusion detection with neural networks	paper
7D1B6D52	Infinite Mixtures of Gaussian Process Experts	paper
80EF0452	Differential Entropic Clustering of Multivariate Gaussians	paper
8048D17E	Very fast EM-based mixture model clustering using multiresolution kd-trees	paper
80731A3F	Policy Gradient Methods for Reinforcement Learning with Function Approximation	paper
80626F45	Out-of-Sample Extensions for LLE, Isomap, MDS, Eigenmaps, and Spectral Clustering	paper
8062A0B9	Reinforcement Learning Methods for Continuous-Time Markov Decision Problems	paper
80031155	Network Structuring and Training Using Rule-Based Knowledge	paper
814977C7	Dirichlet-Enhanced Spam Filtering based on Biased Samples	paper
7E62D734	APRICODD: Approximate Policy Construction Using Decision Diagrams	paper
7E7674B7	Constraint Classification for Multiclass Classification and Ranking	paper
8016C0EE	Sparse Inverse Covariance Selection via Alternating Linearization Methods	paper
811AC87E	Real-Time Monitoring of Complex Industrial Processes with Particle Filters	paper
7F181107	Differentiable Sparse Coding	paper
7FEA8B68	Margin Analysis of the LVQ Algorithm	paper
7E9B45CB	Ranking with Large Margin Principle: Two Approaches	paper
7D0A7E94	Feature selection for SVMs	paper
804D526A	Very loopy belief propagation for unwrapping phase images	paper
81399C78	Convex Clustering with Exemplar-Based Models	paper
7FDB221E	Reinforcement Learning to Play an Optimal Nash Equilibrium in Team Markov Games	paper
80654B49	Agglomerative Multivariate Information Bottleneck	paper
7EE42D0C	For Valid Generalization the Size of the Weights is More Important than the Size of the Network	paper
80904D5E	Translated Learning: Transfer Learning across Different Feature Spaces	paper
7F119925	Adaptive On-line Learning in Changing Environments	paper
7F2ED4AF	A Prototype for Automatic Recognition of Spontaneous Facial Actions	paper
811AB3CC	Multiple Instance Boosting for Object Detection	paper
8116DF08	An Asynchronous Hidden Markov Model for Audio-Visual Speech Recognition	paper
81695CF6	Learning and Tracking Cyclic Human Motion	paper
80F5A262	Convergence of Laplacian Eigenmaps	paper
80F62409	On Discriminative vs. Generative Classifiers: A comparison of logistic regression and naive Bayes	paper
8148A781	Reinforcement Learning for Dynamic Channel Allocation in Cellular Telephone Systems	paper
81489AE1	Learning Lie groups for invariant visual perception	paper
803CA2D5	Boltzmann Chains and Hidden Markov Models	paper
7F8B8885	Spectral Relaxation for K-means Clustering	paper
7F4908D3	Pairwise Clustering and Graphical Models	paper
8001EDA0	Genetic Algorithms and Explicit Search Statistics	paper
8082FA4D	Multi-time Models for Temporally Abstract Planning	paper
7DABA1F0	Algorithms for better representation and faster learning in radial basis function networks	paper
8178C161	Efficient learning of sparse representations with an energy-based model	paper
7F54C540	Large Margin Component Analysis	paper
814D7C0C	Active Learning in Multilayer Perceptrons	paper
7E3DFA2A	Parallel Support Vector Machines: The Cascade SVM	paper
801D81A0	Kernels for Multi--task Learning	paper
802620B2	Generalized Maximum Margin Clustering and Unsupervised Kernel Learning	paper
8025A451	Information Regularization with Partially Labeled Data	paper
7DFF7F2C	Learning Classification with Unlabeled Data	paper
7E114C9F	Supervised Graph Inference	paper
8019AD19	Log-Linear Models for Label Ranking	paper
7F205F2A	Hierarchical Topic Models and the Nested Chinese Restaurant Process	paper
80938E8B	Learning Graphical Models with Mercer Kernels	paper
7ED428DC	Robotic Grasping of Novel Objects	paper
7EEE947A	Bayesian Network Induction via Local Neighborhoods	paper
7D2BFC66	Approximate inference and protein folding	paper
80289205	Large Margin Hidden Markov Models for Automatic Speech Recognition	paper
7E4C964A	Memory-based Stochastic Optimization	paper
7D349CC8	Kernel Measures of Conditional Dependence	paper
7D3405BA	FaceSync: A linear operator for measuring synchronization of video facial images and audio tracks	paper
7E7BD3DD	Face Detection --- Efficient and Rank Deficient	paper
7D6444FA	Agglomerative Information Bottleneck	paper
7CEF844A	Discriminative Fields for Modeling Spatial Dependencies in Natural Images	paper
7E182328	Expectation Maximization and Posterior Constraints	paper
7E123238	Reinforcement learning in Markovian and non-Markovian environments	paper
80D35D54	Factorial Learning and the EM Algorithm	paper
7DCBEC90	Limits of spectral clustering	paper
7E4F1B2C	Improving Performance in Neural Networks Using a Boosting Algorithm	paper
7F5FB6F9	Learning Multiple Related Tasks using Latent Independent Component Analysis	paper
8111B3F8	Policy Search by Dynamic Programming	paper
810AA399	Efficient and Robust Feature Extraction by Maximum Margin Criterion	paper
7F12B5EE	Bayesian Synchronous Grammar Induction	paper
8031E3C3	Learning the K in K-Means	paper
7F248834	Outcomes of the equivalence of adaptive ridge with least absolute shrinkage	paper
81624C57	Rule Induction through Integrated Symbolic and Subsymbolic Processing	paper
7EB62103	A kernel method for the two sample problem	paper
7D0ADCE2	Maximum Likelihood Competitive Learning	paper
8175C9C5	A New View of Automatic Relevance Determination	paper
7F41F826	Algorithms for Non-negative Matrix Factorization	paper
5975C39A	Neural Network Classification and Prior Class Probabilities	paper
80FD9D2C	Graph-Driven Feature Extraction From Microarray Data Using Diffusion Kernels and Kernel CCA	paper
7EFAB94D	Perception of the Structure of the Physical World Using Unknown Multimodal Sensors and Effectors	paper
7D786D69	Neural Decoding of Cursor Motion Using a Kalman Filter	paper
7FA94A1B	Ensemble learning for multi-layer networks	paper
7D6B1697	Fast Discriminative Visual Codebooks using Randomized Clustering Forests	paper
7D32291D	Learning Prototype Models for Tangent Distance	paper
808C1F83	Packet Routing in Dynamically Changing Networks: A Reinforcement Learning Approach	paper
7D78573D	Using analytic QP and sparseness to speed training of support vector machines	paper
7F9CBE3E	Learning a discriminative hidden part model for human action recognition	paper
7FEF95FF	Spectral Clustering with Perturbed Data	paper
812ECEF7	Mixture Regression for Covariate Shift	paper
7F672654	Reinforcement Learning with Function Approximation Converges to a Region	paper
7D8304BB	Lazy learning meets the recursive least squares algorithm	paper
7E507BC1	Theory-Based Causal Inference	paper
7DA50AE6	Semi-supervised support vector machines	paper
8176B073	Efficient kernel machines using the improved fast Gauss transform	paper
7D12D2F3	A Machine Learning Approach to Conjoint Analysis	paper
80BE93F4	Global Ranking Using Continuous Conditional Random Fields	paper
7D28E8EE	Model-Free Least-Squares Policy Iteration	paper
8092EB86	Boosting and Maximum Likelihood for Exponential Models	paper
8147512E	A Theory for Neural Networks with Time Delays	paper
7F1F826B	Discriminative K-means for Clustering	paper
81543571	Gaussian Process Latent Variable Models for Visualisation of High Dimensional Data	paper
806C8050	Emergence of Topography and Complex Cell Properties from Natural Images using Extensions of ICA	paper
80E89037	Using Deep Belief Nets to Learn Covariance Kernels for Gaussian Processes	paper
806C131F	Bayesian Ensemble Learning	paper
7D8C165F	Direct optimization of margins improves generalization in combined classifiers	paper
803C01A9	Fitted Q-iteration in continuous action-space MDPs	paper
7DC6DF15	Approximate inference using planar graph decomposition	paper
7EF85D32	Going Metric: Denoising Pairwise Data	paper
7DC8E026	Statistical Analysis of Semi-Supervised Regression	paper
7DBF8430	An Alternative Model for Mixtures of Experts	paper
7DCEFD9E	Describing visual scenes using transformed dirichlet processes	paper
8069E880	Modeling the effects of memory on human online sentence processing with particle filters	paper
7F49A678	Multi-Instance Multi-Label Learning with Application to Scene Classification	paper
800FD086	Back propagation is sensitive to initial conditions	paper
802AEE38	Learning Nonparametric Models for Probabilistic Imitation	paper
7FFBFF0F	Viewpoint Invariant Face Recognition using Independent Component Analysis and Attractor Networks	paper
